company_name,date_certified,industry,industry_category,country,state,city,sector,size,website       
Naef Holding SA,2021-11-18T19:25:11.03Z,Real estate - leased property,"Real estate, design & building",Switzerland,Genève,Genève,Service with Minor Environmental Footprint,250-999,www.naef.ch
"Intex Solutions, Inc.",2022-04-01T15:39:12.695Z,Other personal services,Other services,United States,California,Montebello,Service with Significant Environmental Footprint,10-49,www.intexsolutions.com
The Wine Noire,2022-05-21T17:41:31.53Z,Beverages,Wholesale,United States,California,Berkeley,Wholesale/Retail,0,www.thewinenoire.com
Waterleaf Architecture,2022-03-17T18:20:09.366Z,Architecture design & planning,"Real estate, design & building",United States,Oregon,Portland,Service with Minor Environmental Footprint,10-49,www.waterleaf.com
The Coconut Traveler LLC,2022-03-16T16:56:44.264Z,Accommodation,Accommodation & food service,United States,Hawaii,Kaneohe,Service with Minor Environmental Footprint,1-9,www.thecoconuttraveler.com
Social Change UK,2022-03-02T11:01:49.082Z,Advertising & market research,Professional & technical services,United Kingdom,Lincolnshire,Lincoln,Service with Minor Environmental Footprint,10-49,www.social-change.co.uk
Art Pharmacy,2022-03-16T06:11:18.677Z,Arts & entertainment,"Arts, entertainment & recreation",Australia,New South Wales,Sydney,Service with Minor Environmental Footprint,1-9,www.artpharmacy.com.au
Reurbi,2023-02-01T12:01:54.818Z,Materials recovery & recycling,Waste Management & Recycling,Brazil,São Paulo,Jacareí,Manufacturing,10-49,www.reurbi.com.br
Greenvines,2022-04-07T09:32:48.639Z,Personal care products,Wholesale,Taiwan,Taipei,Taipei City,Wholesale/Retail,50-249,www.greenvines.com.tw
Flooglebinder Limited,2019-11-04T14:25:49.857Z,Travel agency & related,Administrative & support services,United Kingdom,Shropshire,Shrewsbury,Service with Significant Environmental Footprint,0,www.flooglebinder.co.uk
Global Gaming Initiative,2022-06-09T01:43:41.01Z,Mobile applications,"Information, communication & technology",United States,Minnesota,Minneapolis,Service with Minor Environmental Footprint,1-9,www.globalgaminginitiative.com
mayunowa LLC,2022-03-19T06:54:39.825Z,Personal care products,Manufactured Goods,Japan,Kanagawa Prefecture,Yokohama,Manufacturing,0,mayunowa.co.jp
Crystallised,2022-03-17T10:55:22.434Z,Advertising & market research,Professional & technical services,United Kingdom,Newcastle upon Tyne,Newcastle upon Tyne,Service with Minor Environmental Footprint,1-9,crystallised.co.uk
Exceptional Alien,2022-04-12T02:10:04.424Z,Social networks & info sharing,"Information, communication & technology",Australia,New South Wales,Paddington,Service with Minor Environmental Footprint,10-49,exceptionalalien.com
Akerlof,2022-03-29T16:05:52.933Z,Environmental consulting,Professional & technical services,United Kingdom,Northamptonshire,Northampton,Service with Minor Environmental Footprint,1-9,www.akerlof.co.uk
Aranda Creative consultants SLU,2021-11-25T11:06:19.072Z,Other info service activities,"Information, communication & technology",Spain,Barcelona,Barcelona,Service with Minor Environmental Footprint,1-9,www.aranda.agency
Dopper B.V.,2022-03-31T15:02:33.239Z,Other/general wholesale trade,Wholesale,Netherlands The,Noord-Holland,Haarlem,Wholesale/Retail,10-49,www.dopper.com
GoEthical Marketplace Ltd,2022-03-29T15:04:56.088Z,Other personal services,Other services,United Kingdom,United Kingdom,London,Service with Minor Environmental Footprint,1-9,www.goethical.com
rePlant Capital,2022-07-21T12:53:02.633Z,Management  consultant - for-profits,Professional & technical services,United States,Colorado,Boulder,Service with Minor Environmental Footprint,1-9,replantcapital.com
ATUK Cía. Ltda.,2022-03-30T15:28:00.916Z,Environmental consulting,Professional & technical services,Ecuador,Azuay Province,Cuenca,Service with Minor Environmental Footprint,0,atuk.com.ec
Nodo Chile,2022-06-24T13:24:21.373Z,Management  consultant - for-profits,Professional & technical services,Chile,Los Lagos Region,Puerto Varas,Service with Minor Environmental Footprint,1-9,www.nodochile.cl
impact wealth,2022-02-28T23:07:26.96Z,Other financial services,Financial & insurance activities,Canada,New Brunswick,Saint John,Service with Minor Environmental Footprint,1-9,www.impactwealth.ca
B+A,2022-04-14T14:56:52.923Z,Management  consultant - for-profits,Professional & technical services,United Kingdom,Greater London,London,Service with Minor Environmental Footprint,10-49,www.bandaequals.com
The Produce Moms,2022-03-11T15:15:14.083Z,Social networks & info sharing,"Information, communication & technology",United States,Indiana,Indianapolis,Service with Minor Environmental Footprint,0,www.theproducemoms.com
Suda Outdoors,2022-03-02T20:24:54.368Z,Other sports,"Arts, entertainment & recreation",Chile,Santiago Metropolitan Region,Santiago,Service with Minor Environmental Footprint,10-49,www.suda.io
"West Paw, Inc.",2021-08-31T18:13:25.808Z,Other manufacturing,Manufactured Goods,United States,Montana,Bozeman,Manufacturing,50-249,westpaw.com
Vancity Community Investment Bank,2022-03-29T21:29:10.913Z,Deposit bank - Developed Markets,Financial & insurance activities,Canada,Ontario,Toronto,Service with Minor Environmental Footprint,10-49,www.vancitycommunityinvestmentbank.ca
DataGardener Solutions Limited,2022-12-23T01:54:27.573Z,Data processing & hosting,"Information, communication & technology",United Kingdom,Hampshire,Eastleigh,Service with Minor Environmental Footprint,1-9,datagardener.com
"Reink Media Group, LLC",2022-10-03T11:06:31.329Z,Advertising & market research,Professional & technical services,United States,Michigan,Royal Oak,Service with Minor Environmental Footprint,10-49,www.reinkmedia.com
Amalgamated Bank,2019-04-29T00:00:00Z,Deposit bank - Developed Markets,Financial & insurance activities,United States,New York,New York,Service with Minor Environmental Footprint,250-999,www.amalgamatedbank.com
Future Friendly,2020-03-12T03:16:32.527Z,Advertising & market research,Professional & technical services,Australia,New South Wales,Sydney,Service with Minor Environmental Footprint,10-49,futurefriendly.team
TUKUAN Jupe d'hiver versatile Inc.,2022-03-19T10:16:25.481Z,Apparel,Retail,Canada,Quebec,Montreal,Wholesale/Retail,0,www.tukuanwinterskirt.com
JP's Originals Limited,2022-03-14T22:16:54.376Z,Beverages,Retail,United Kingdom,City of London,London,Wholesale/Retail,1-9,www.jpsoriginals.com
La Primera,2021-08-30T15:29:32.122Z,Food products,Manufactured Goods,Argentina,Córdoba Province,Villa Allende,Manufacturing,1-9,lechelaprimera.com.ar
Marlin Communications,2022-03-21T02:23:35.793Z,Other info service activities,"Information, communication & technology",Australia,New South Wales,REDFERN,Service with Minor Environmental Footprint,10-49,www.marlincommunications.com
Fanclub PR Ltd,2022-03-21T10:59:47.681Z,"Other professional, scientific & tech",Professional & technical services,United Kingdom,London Borough of Hackney,London,Service with Minor Environmental Footprint,1-9,www.fanclubpr.com
Micappital 2017 EAF S.L.,2022-03-22T04:47:39.838Z,Investment advising,Financial & insurance activities,Spain,Madrid,Madrid,Service with Minor Environmental Footprint,1-9,micappital.com
KEEZE,2022-03-21T12:31:34.388Z,Real estate - leased property,"Real estate, design & building",France,Île-de-France,PARIS,Service with Significant Environmental Footprint,1-9,www.keeze.co
Miomojo srl,2022-03-09T13:00:33.362Z,Textiles,Retail,Italy,Lombardy,Bergamo,Wholesale/Retail,1-9,miomojo.com
Hello World,2022-03-19T15:14:05.716Z,Computer programming services,"Information, communication & technology",United States,Oregon,Portland,Service with Minor Environmental Footprint,1-9,helloworlddevs.com
Little Beirut Properties,2022-04-04T16:39:24.992Z,Real estate- fee/contract,"Real estate, design & building",United States,Oregon,Portland,Service with Minor Environmental Footprint,1-9,www.littlebeirutproperties.com
Bookshop.org,2022-03-08T21:29:03.241Z,Web portals,"Information, communication & technology",United States,New York,Brooklyn,Service with Minor Environmental Footprint,10-49,www.bookshop.org
Golden Grind,2021-06-24T15:25:49.249Z,Food products,Wholesale,Australia,Victoria,Frankston South,Wholesale/Retail,1-9,www.goldengrind.com.au
OPTIMIZAR FORESTAL SAS,2021-09-01T21:01:14.459Z,Forestry & logging,"Agriculture, forestry & fishing",Argentina,CÓRDOBA,Villa Yacanto,Agriculture/Growers,1-9,www.optimizarcordoba.com.ar
MA people GmbH,2022-03-14T00:10:34.141Z,Management  consultant - for-profits,Professional & technical services,Switzerland,canton of Zürich,Zurich,Service with Minor Environmental Footprint,1-9,www.ma-people.com
Australian Mutual Bank,2022-03-14T23:40:07.996Z,Deposit bank - Developed Markets,Financial & insurance activities,Australia,New South Wales,Surry Hills,Service with Minor Environmental Footprint,50-249,www.australianmutual.bank
Endless S.R.L. S.B.,2022-04-20T20:40:15.999Z,Landscape services,Administrative & support services,Italy,Liguria,Genova,Service with Minor Environmental Footprint,1-9,ww.ogyre.com
Danone SpA,2020-07-14T13:23:04.087Z,Food products,Wholesale,Italy,Milano,Milano,Wholesale/Retail,50-249,corporate.danone.it
Rachio,2021-09-27T15:35:44.825Z,Computers & electronics,Retail,United States,Colorado,Denver,Wholesale/Retail,10-49,rachio.com
BlueRock,2023-01-11T05:41:44.947Z,Accounting & auditing,Professional & technical services,Australia,Victoria,Melbourne,Service with Minor Environmental Footprint,50-249,www.bluerock.com.au
Hitch Marketing Limited,2020-02-04T15:31:11.288Z,Advertising & market research,Professional & technical services,United Kingdom,Wirral,Liverpool City Region,Service with Minor Environmental Footprint,1-9,www.hitchmarketing.co.uk
Dancing Goats® Coffee,2022-12-23T21:42:24.595Z,Beverages,Manufactured Goods,United States,Washington,Olympia,Manufacturing,50-249,www.dancinggoats.com
VPL,2023-02-23T12:56:39.173Z,Apparel,Retail,United States,California,Los Angeles,Wholesale/Retail,1-9,www.vplstore.com
Spinster Sisters,2022-03-30T14:43:02.483Z,Personal care products,Manufactured Goods,United States,Colorado,Golden,Manufacturing,10-49,www.spinstersistersco.com
WakaWaka,2022-08-17T12:58:05Z,Machinery & equipment,Wholesale,Netherlands The,Groningen,Groningen,Wholesale/Retail,1-9,waka-waka.com
HausBau S.A.,2022-04-08T20:48:33.717Z,Real estate development,"Real estate, design & building",Brazil,São Paulo,São Paulo,Service with Significant Environmental Footprint,50-249,www.hausbau.com.br
Life Without Plastic,2022-03-22T19:36:02.113Z,General retail via Internet,Retail,Canada,Quebec,Wakefield,Wholesale/Retail,1-9,lifewithoutplastic.com
Wellnesse PBC,2021-05-05T18:45:07.333Z,Personal care products,Retail,United States,Florida,Santa Rosa Beach,Wholesale/Retail,1-9,wellnesse.com
Ossa Organic,2022-04-05T12:34:17.008Z,Food products,Retail,United Kingdom,London Borough of Hammersmith and Fulham,London,Wholesale/Retail,0,www.ossaorganic.com
RooCreate,2020-12-14T00:37:39.775Z,Paper & paper products,Wholesale,Australia,New South Wales,North Wollongong,Wholesale/Retail,1-9,www.roocreate.com
Tangible Srl SB,2022-07-04T16:04:05.372Z,"Other professional, scientific & tech",Professional & technical services,Italy,Province of Rimini,Santarcangelo di Romagna,Service with Minor Environmental Footprint,10-49,tangible.is
Colere Inc.,2023-01-04T12:06:49.563Z,Management  consultant - for-profits,Professional & technical services,Japan,Nagasaki Prefecture,Iki,Service with Minor Environmental Footprint,1-9,www.colere.inc/en
Article 13,2022-03-21T11:01:00.188Z,Environmental consulting,Professional & technical services,United Kingdom,City of London,London,Service with Minor Environmental Footprint,1-9,www.article13.com
The House of Botanicals,2021-12-20T12:19:16.266Z,Beverages,Manufactured Goods,United Kingdom,Scotland,Aberdeen,Manufacturing,1-9,www.thehouseofbotanicals.co.uk
//3877,2020-05-13T14:14:47.851Z,Architecture design & planning,"Real estate, design & building",United States,District of Columbia,Washington,Service with Minor Environmental Footprint,10-49,www.3877.design
Symplicity Designs Inc,2022-03-23T16:06:01.753Z,Management consultant - for-profits,Professional & technical services,Canada,New Brunswick,Moncton,Service with Minor Environmental Footprint,10-49,www.symplicity.ca
Borough Broth Company Limited,2021-01-25T05:56:41.487Z,Food products,Manufactured Goods,United Kingdom,London Borough of Ealing,Greenford,Manufacturing,10-49,www.boroughbroth.co.uk
Agility Eco Services Limited,2023-02-14T16:51:35.093Z,Environmental consulting,Professional & technical services,United Kingdom,Surrey,Sutton,Service with Minor Environmental Footprint,50-249,www.agilityeco.co.uk
Amuse Travel,2022-03-31T01:23:22.362Z,Other recreation,"Arts, entertainment & recreation",South Korea,Seoul,Seoul,Service with Significant Environmental Footprint,10-49,amusetravel.com
JBA Wealth Management Group,2022-03-17T14:33:55.883Z,Investment advising,Financial & insurance activities,United States,Colorado,Fort Collins,Service with Minor Environmental Footprint,1-9,www.jbawealth.com
FORTALEZA S.A. DE INMUEBLES,2022-09-06T12:53:34.315Z,Other financial services,Financial & insurance activities,Paraguay,Central Department,ASUNCIÓN,Service with Minor Environmental Footprint,50-249,www.fortalezainmuebles.com
Biogar,2022-11-22T14:00:36.739Z,Cleaning products,Wholesale,Colombia,Cundinamarca Department,Bogotá,Wholesale/Retail,1-9,www.biogar.co
Laboratoires Expanscience (main brands: Mustela and Babo Botanicals,2022-03-04T13:14:25.179Z,Pharmaceutical products,Manufactured Goods,France,Paris,Paris La Défense,Manufacturing,1000+,www.expanscience.com
Sweet Origins,2020-09-01T16:22:05.656Z,Food products,Wholesale,United States,New York,New York,Wholesale/Retail,0,https://www.sweetorigins.com
Sunew Filmes Fotovoltaicos Impressos S.A,2021-12-02T16:56:32.41Z,Solar power generation,"Energy, Heating & Cooling",Brazil,Minas Gerais,Belo Horizonte,Manufacturing,10-49,www.sunew.com.br
Te Rehe Group Limited,2022-11-28T13:49:19.805Z,Investment advising,Financial & insurance activities,New Zealand,Hawke's Bay Region,Hastings,Service with Minor Environmental Footprint,10-49,www.stewartgroup.co.nz
Alluvium Consulting,2021-05-10T22:54:06.679Z,Environmental consulting,Professional & technical services,Australia,Victoria,Cremorne,Service with Minor Environmental Footprint,50-249,https://www.alluvium.com.au/
Ozeano Vision,2021-11-03T20:26:55.793Z,Apparel,Retail,Australia,New South Wales,Sydney,Wholesale/Retail,0,www.ozeanovision.com
Civic Champs,2022-02-22T20:54:21.928Z,Software publishing and SaaS platforms,"Information, communication & technology",United States,Indiana,Bloomington,Service with Minor Environmental Footprint,1-9,www.civicchamps.com
Holie,2020-10-21T13:54:27.821Z,Food products,Retail,Netherlands The,"Amsterdam, Noord-Holland",Amsterdam,Wholesale/Retail,0,www.holiefoods.com
OSINTech Inc.,2022-03-24T00:55:03.138Z,Software publishing and SaaS platforms,"Information, communication & technology",Japan,Hyōgo Prefecture,Kobe,Service with Minor Environmental Footprint,1-9,en.osintech.net
Cannings,2022-03-10T05:29:59.698Z,Food products,Manufactured Goods,Australia,Victoria,Kew,Manufacturing,50-249,www.canningsbutchers.com.au
Unstoppable Conversations,2020-05-15T19:53:45.102Z,Management consultant - nonprofits,Professional & technical services,Canada,Alberta,Edmonton,Service with Minor Environmental Footprint,1-9,www.unstoppableconversations.com
REAL Fundraising,2022-03-23T15:53:46.285Z,Membership organizations,Other services,United Kingdom,London Borough of Tower Hamlets,London,Service with Minor Environmental Footprint,50-249,www.realfundraising.org
Quish,2022-02-08T00:07:12.365Z,Investment advising,Financial & insurance activities,United States,Colorado,Boulder,Service with Minor Environmental Footprint,0,quishco.com
Coschool SAS,2022-03-24T17:05:07.919Z,Educational support,Education,Colombia,Cundinamarca Department,Bogotá,Service with Minor Environmental Footprint,10-49,coschool.co
Grain Limited,2022-01-07T06:39:28.389Z,Environmental consulting,Professional & technical services,United Kingdom,City of Westminster,London,Service with Minor Environmental Footprint,0,www.grain-sustainability.com
Beehive Strategic Communication,2022-03-23T18:59:00.531Z,"Other professional, scientific & tech",Professional & technical services,United States,Minnesota,Saint Paul,Service with Minor Environmental Footprint,10-49,www.beehivepr.biz
Chia Sisters,2021-02-15T15:17:35.302Z,Beverages,Manufactured Goods,New Zealand,Annesbrook,Nelson,Manufacturing,1-9,www.chia.co.nz
Generation Press,2022-01-06T18:39:35.322Z,Printing & recorded media,Manufactured Goods,United Kingdom,East Sussex,Brighton,Manufacturing,10-49,www.generationpress.co.uk
24 Bottles Società Benefit Srl,2020-01-31T15:41:08.094Z,Fabricated metal products,Wholesale,Italy,Emilia-Romagna,CASTENASO BO,Wholesale/Retail,10-49,www.24bottles.com
Ashfold Management Services Limited,2022-03-23T15:23:29.599Z,Real estate development,"Real estate, design & building",United Kingdom,City of London,London,Service with Minor Environmental Footprint,1-9,www.ashfoldservices.co.uk
SolarisKit Ltd,2022-03-24T05:35:35.781Z,Solar power generation,"Energy, Heating & Cooling",United Kingdom,Dundee,Dundee,Manufacturing,1-9,solariskit.com
METROPALLETS,2022-12-26T14:43:45.349Z,Wood & wood products,Manufactured Goods,Argentina,Buenos Aires Province,Bahia Blanca,Manufacturing,10-49,metropallets.com.ar
re_ grocery,2022-01-26T16:38:31.015Z,Food products,Retail,United States,California,Los Angeles,Wholesale/Retail,1-9,www.regrocery.co
